scorer,DLC_resnet50_ViennaJan15shuffle1_34000,DLC_resnet50_ViennaJan15shuffle1_34000,DLC_resnet50_ViennaJan15shuffle1_34000,DLC_resnet50_ViennaJan15shuffle1_34000,DLC_resnet50_ViennaJan15shuffle1_34000,DLC_resnet50_ViennaJan15shuffle1_34000,DLC_resnet50_ViennaJan15shuffle1_34000,DLC_resnet50_ViennaJan15shuffle1_34000,DLC_resnet50_ViennaJan15shuffle1_34000,DLC_resnet50_ViennaJan15shuffle1_34000,DLC_resnet50_ViennaJan15shuffle1_34000,DLC_resnet50_ViennaJan15shuffle1_34000
bodyparts,Head,Head,Head,Nose,Nose,Nose,Coccyx,Coccyx,Coccyx,Tail,Tail,Tail
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
174,751.5316772,478.5155029,0.999970436,748.3920288,477.3682556,0.003502011,628.0095215,372.0475769,0.999993384,610.2944336,365.0394592,0.999996781
175,751.5545044,478.5070496,0.999971628,748.3668213,477.3256836,0.003491014,628.3045044,372.0662537,0.999993443,610.2362671,365.0280151,0.999996722
176,751.5099487,478.4576721,0.99996835,748.3493042,477.3084412,0.003510118,628.1224976,371.7347107,0.999993622,610.6089478,364.979126,0.999996603
177,751.5748901,478.4269714,0.999970436,748.3070679,477.3618774,0.003501028,628.5913696,371.8733215,0.999994159,610.3168945,364.9027405,0.99999702
178,751.5493164,478.490448,0.999968171,748.3478394,477.3344727,0.003578961,628.171936,371.5639954,0.999994159,610.2785645,364.9065857,0.999996781
179,751.5170898,478.4490051,0.999969244,748.3217773,477.3831482,0.003563613,628.0852661,371.3657837,0.999993742,610.322937,364.9138489,0.999996901
180,751.5012207,478.4989929,0.999969065,748.3961792,477.3908386,0.003496379,628.3406982,371.4643555,0.999994755,610.1836548,364.9908447,0.999996543
181,751.5036621,478.5189209,0.99996841,748.4099121,477.338501,0.003510296,628.0638428,371.3748779,0.99999404,610.5239258,364.7352295,0.999997079
182,751.5429077,478.5700073,0.999968469,748.3838501,477.326355,0.003563851,628.250061,371.414917,0.99999404,610.5137329,364.7342224,0.999997139
183,751.4758911,478.5827637,0.999967217,610.8617554,362.6329956,0.003773183,628.0169067,371.6542664,0.999990225,611.1410522,364.7871094,0.999997199
184,751.421936,478.538147,0.999964893,610.6831665,362.6732483,0.003608227,627.6762695,371.4649658,0.99999094,610.9555054,364.9296265,0.999996901
185,751.5249634,478.5317688,0.999966621,748.4036255,477.32901,0.003652066,627.8187866,371.5983582,0.999993086,610.9686279,364.8372498,0.99999696
186,751.5202026,478.5493469,0.999967813,748.4422607,477.3227844,0.003673136,627.9852295,371.6074219,0.999993801,610.9362183,364.8320313,0.99999696
187,751.4872437,478.5459595,0.999967575,748.4559937,477.3309021,0.003697067,627.7133179,371.6627502,0.999992609,611.0043945,364.8312683,0.999996841
188,751.4925537,478.5661316,0.999966562,748.442749,477.3088379,0.003673464,627.7987061,371.8468933,0.999992251,610.9863892,364.9171448,0.999996781
189,751.5236206,478.4647827,0.999968529,748.3685303,477.3631592,0.003622711,627.5077515,371.5884094,0.999991417,610.9007568,364.9617004,0.999996424
190,751.5717163,478.4365845,0.999969065,748.3599243,477.374115,0.00364843,627.4385986,371.5681763,0.99999094,610.9216309,364.914093,0.999996603
191,751.5517578,478.3518066,0.999968052,748.3497314,477.3251953,0.003567755,627.8519287,371.6437683,0.999991059,610.7766724,365.0096436,0.999996483
192,751.5259399,478.3840942,0.999967098,748.3257446,477.3339233,0.003575802,627.7786865,371.5938721,0.999992251,610.5856323,364.944458,0.999996483
193,751.5301514,478.4277039,0.999965787,748.3198853,477.4180603,0.003711522,628.850647,371.1037903,0.999991059,610.7158813,364.6306152,0.999996662
194,751.52771,478.4306641,0.99996841,748.3621216,477.3672791,0.003616244,629.0019531,371.0690308,0.999991298,610.7011719,364.6768188,0.999996543
195,751.538147,478.5863342,0.999964356,748.4069824,477.4193115,0.003843665,629.6508789,371.0544128,0.999991655,610.7860107,364.7476807,0.999996781
196,751.5792847,478.5804749,0.999965429,748.4372559,477.4006958,0.003884792,629.1055908,371.0437012,0.999991,610.8226929,364.6828308,0.99999702
197,751.5894775,478.619812,0.999964833,748.3840332,477.3463135,0.004120678,628.9589844,371.1858521,0.999989808,610.7978516,364.651062,0.99999702
198,751.5999756,478.6626587,0.999964118,748.3931274,477.2723389,0.004141122,629.4702759,371.4678955,0.999984503,610.9381714,364.7718811,0.999997139
199,751.5785522,478.6746826,0.999965489,748.432373,477.2802124,0.004151344,627.8048706,370.946167,0.99998343,611.0184326,364.7842407,0.999996781
200,751.5599976,478.6334839,0.999964237,748.4070435,477.3124084,0.004102319,627.6447144,370.8639526,0.999981403,611.1032715,364.7581787,0.999996781
201,751.4701538,478.5995178,0.999963164,748.416687,477.4213257,0.004122555,628.1113892,371.1032104,0.99998033,611.1160889,364.7420349,0.999997079
202,751.4816895,478.5662231,0.999964118,748.3831177,477.31604,0.004014969,628.2892456,371.1893616,0.999982834,611.0527954,364.723114,0.999997199
203,751.4675903,478.5501404,0.999963701,748.4040527,477.3326111,0.003976166,628.9325562,371.3122253,0.999987006,610.8178101,364.6769104,0.999997139
204,751.4945679,478.5476379,0.999964952,748.430603,477.3289185,0.003906548,629.3345947,372.062561,0.999986172,610.9098511,364.8557434,0.999997437
205,751.4655762,478.5350037,0.999965549,748.4863281,477.321991,0.003888845,629.0085449,372.3213806,0.999986589,610.9525757,364.8911743,0.999997318
206,751.4745483,478.520813,0.99996531,748.4831543,477.3343811,0.003899783,628.6014404,372.2390137,0.999987185,610.8950806,364.9226074,0.999997139
207,751.4775391,478.4786682,0.999964952,748.4840088,477.2849426,0.003916681,628.8973389,372.2033081,0.999989152,610.4958496,365.0586853,0.999997139
208,751.4383545,478.4633789,0.999962509,748.4700317,477.296875,0.003891081,628.9411621,372.0612793,0.999990523,610.5437012,365.056366,0.999997139
209,751.5081177,478.4620056,0.999964714,748.4348145,477.2470398,0.003910005,629.1473389,372.090332,0.999990106,610.5462646,364.960968,0.999997139
210,751.5220337,478.45755,0.999964476,748.4119263,477.2640076,0.003889263,629.2600708,372.0821533,0.999989629,610.5958862,364.9561768,0.999997199
211,751.5267334,478.4365845,0.999964356,748.4122925,477.290741,0.003865004,629.1713257,372.083252,0.999989867,610.5488892,364.9754028,0.999997258
212,751.5293579,478.421875,0.999965131,748.3938599,477.2793579,0.00385651,628.6107788,372.1309814,0.999986827,610.8051147,365.1221313,0.999996841
213,751.5475464,478.440033,0.999965608,748.4390259,477.3033142,0.00391677,628.7163696,372.4545288,0.999985039,610.892334,365.0286865,0.99999702
214,751.5530396,478.3972778,0.999966264,748.3862305,477.331543,0.003841847,628.9260254,372.5327759,0.99998498,610.9217529,364.9499817,0.999997258
215,751.5806274,478.367981,0.999966741,748.3673706,477.3755798,0.003799319,628.9557495,372.4181824,0.999985576,611.0223389,364.9520569,0.999997497
216,751.6147461,478.3267517,0.999966264,748.3110962,477.3788757,0.003823638,629.0536499,372.4759827,0.999984384,611.0505371,364.9707642,0.999997377
217,751.6660156,478.3890686,0.999967694,748.2894897,477.3883057,0.003813744,628.4790039,371.5392456,0.99998492,610.8596802,364.6950989,0.99999702
218,751.6522217,478.3899231,0.999967456,748.2818604,477.3665161,0.003847867,628.4060669,371.6206665,0.999984622,610.836731,364.6955261,0.99999696
219,751.6565552,478.4148865,0.999969244,748.3035889,477.3833618,0.003836423,628.8563843,371.743988,0.999989629,610.3222046,364.7375793,0.99999702
220,751.6974487,478.4047546,0.999968886,748.2927856,477.3082275,0.003772169,628.6713867,371.7427063,0.999989688,610.1918945,364.7812805,0.999996781
221,751.6903687,478.3983154,0.999967575,748.3154297,477.3494263,0.003826082,630.8980713,371.761261,0.999990225,610.1564331,364.5924988,0.99999696
222,751.6907349,478.4155884,0.999967217,748.3530884,477.3664856,0.003775656,630.9107666,371.7757568,0.999989748,610.1756592,364.6277771,0.99999702
223,751.6658325,478.4394531,0.999969065,609.8917236,362.2230225,0.003867537,630.7700195,371.8365479,0.999989748,610.1755981,364.5809937,0.999996901
224,751.661499,478.4169617,0.999967575,748.4033813,477.3455811,0.003734112,630.5374146,371.565033,0.999989569,610.2885132,364.6400452,0.999996662
225,751.6312866,478.4086304,0.999967933,748.4140625,477.3363953,0.003684014,630.4404297,371.71698,0.999992251,610.1690063,364.5556335,0.999996781
226,751.6513062,478.4354858,0.999968767,748.4313354,477.4290161,0.003769815,630.1681519,371.6723328,0.999993324,609.9688721,364.6019287,0.999996543
227,751.6443481,478.4546204,0.999968588,748.4365845,477.4124146,0.003775865,630.0496216,371.5863647,0.99999392,609.8796997,364.6074829,0.999996483
228,751.6746826,478.4333191,0.999968827,748.4703369,477.4719543,0.003789455,630.0509033,371.4375305,0.99999398,609.8314819,364.6651611,0.999996483
229,751.6702881,478.4639893,0.999970257,748.506958,477.4508057,0.003742427,629.9881592,371.4107361,0.999993861,610.1085815,364.5027466,0.999996901
230,751.6504517,478.4346313,0.999968827,748.4953613,477.3957214,0.003708601,630.0235596,371.4641113,0.999993563,610.131958,364.5628967,0.99999702
231,751.6008911,478.4182434,0.999967754,748.5168457,477.3423462,0.003718168,630.192627,371.5055542,0.999993801,610.2041016,364.4576416,0.999997258
232,751.5420532,478.4421387,0.999967217,748.5216675,477.3120422,0.003639251,630.2169189,371.3036194,0.999993503,610.324585,364.5471497,0.99999702
233,751.5720215,478.3996277,0.999966741,748.5098877,477.2802124,0.003556669,630.3123169,371.3791809,0.999993682,610.3531494,364.4577332,0.999997258
234,751.5429688,478.4415588,0.999967039,748.5679932,477.3344727,0.003606945,630.3551025,371.4246521,0.999993682,610.333313,364.4770203,0.999997139
235,751.5336914,478.4457092,0.999966621,748.5967407,477.2947693,0.003542066,630.3457642,371.4006042,0.99999392,610.3346558,364.4706116,0.999997139
236,751.5353394,478.4570313,0.999965787,748.6209717,477.296936,0.003547132,630.2266235,372.2071533,0.999993622,610.402771,365.0085449,0.999996781
237,751.5829468,478.6100769,0.999964952,748.5528564,477.0843506,0.00344044,630.4223022,372.2102661,0.99999392,610.2849731,365.0021667,0.999996483
238,751.5348511,478.6008301,0.999963164,748.515686,477.1587219,0.003495216,630.4951172,372.5198364,0.999993324,610.1853638,365.1603088,0.999996185
239,751.5341187,478.6828613,0.999962211,748.5826416,477.1268311,0.003462195,630.2520752,372.4436035,0.999994874,609.9702759,365.0262451,0.999996543
240,751.5267944,478.6781616,0.99996227,748.5722046,477.1793518,0.003492206,630.7002563,372.4811707,0.999994338,609.8042603,364.9966736,0.999996483
241,751.522583,478.76828,0.999960065,748.6499023,477.2033386,0.00349772,630.6546631,372.525116,0.999994695,609.8116455,364.9730835,0.999996841
242,751.5463257,478.8151855,0.999959826,748.6660156,477.2217102,0.003621906,630.6825562,372.531189,0.999994636,609.8149414,364.9812622,0.999996901
243,751.5689087,478.8082581,0.999960423,748.637207,477.1912231,0.003597826,630.2521362,372.6004028,0.999994755,609.9176636,365.0131531,0.99999702
244,751.5697632,478.7355652,0.999961734,748.6665039,477.2449646,0.003720731,629.4015503,372.3603516,0.999992311,610.5802002,365.3522644,0.999996662
245,751.5360718,478.7618713,0.999961495,748.663208,477.2181396,0.003649145,629.6604004,372.2286682,0.99999249,610.3828735,365.223938,0.999996781
246,751.5529785,478.8034668,0.999961019,748.6575317,477.2102661,0.003695488,629.503479,372.2335815,0.999991596,610.4888306,365.15802,0.999996901
247,751.5268555,478.8338623,0.999961019,748.6569214,477.241272,0.003721416,629.6334229,372.2212524,0.999991298,610.3961182,365.2357483,0.999996722
248,751.5383911,478.7767029,0.999960661,748.5786743,477.1758423,0.003673673,628.0942993,371.4697266,0.999991536,610.5788574,365.1631165,0.999995768
249,751.5393066,478.7980042,0.999961734,748.6235962,477.2032471,0.003684998,628.8276978,371.6656189,0.999991,610.6697388,365.0856934,0.999996305
250,751.5238647,478.5232239,0.999947548,748.5633545,477.0187988,0.003428221,629.9207764,372.2478943,0.999994218,609.312439,364.9103088,0.999995947
251,751.4956055,478.548645,0.99994719,748.5350342,477.0602112,0.003399462,629.9171753,372.2735596,0.99999398,609.3787231,364.9146729,0.999995947
252,751.4924927,478.4855652,0.999945402,748.4968262,477.0996094,0.003371239,629.7727661,372.1799622,0.999994159,609.3671875,364.9412231,0.999995887
253,751.5166016,478.5105896,0.999947011,748.5064697,477.0863647,0.003375798,629.5820923,371.8808594,0.999994159,609.4569702,364.9289551,0.999995649
254,751.4813232,478.4383545,0.99995029,748.4763794,477.1327515,0.003335387,629.0613403,372.0767517,0.999995232,608.9494019,364.9845276,0.999994993
255,751.5463257,478.5395203,0.999954402,748.4508057,477.163269,0.00342676,629.7937622,372.2501831,0.999994516,609.1395264,364.7940979,0.999996185
256,751.5234985,478.448822,0.999951303,748.4241943,477.0776672,0.003393084,630.5262451,372.9389038,0.999993563,609.1835327,364.8569946,0.999996722
257,751.4818726,478.4570923,0.999949872,748.3223267,477.1757813,0.003277421,630.3012695,372.8406982,0.999994218,609.0027466,364.8548889,0.999996483
258,751.4573364,478.4559326,0.999947071,762.0206299,479.3032532,0.003310025,630.4884644,372.974762,0.999992907,609.1373291,364.8451233,0.999996662
259,751.4106445,478.4876404,0.999948084,762.007019,479.2267151,0.003225863,630.1424561,372.5369568,0.99999398,609.1539307,364.7337952,0.999996305
260,751.3969727,478.440155,0.999946117,748.4291382,477.0829468,0.003218412,630.2232666,372.5733948,0.999993384,609.1593628,364.7536926,0.999996305
261,751.3844604,478.4253845,0.999946237,748.4262695,477.0794678,0.003201753,630.2507935,372.4618835,0.999993563,609.2542725,364.7904358,0.999996483
262,751.3657227,478.4250488,0.999945939,748.4460449,477.1043701,0.003189743,630.5335083,372.9908142,0.999992788,609.0930176,364.7911987,0.999996781
263,751.3272705,478.4446106,0.999948859,762.0524902,479.2823792,0.003387004,629.68396,372.5138245,0.999995291,609.0205688,364.7747192,0.999996185
264,751.3703613,478.4536133,0.999951243,762.0318604,479.2643127,0.003423601,629.692749,372.4526062,0.99999553,609.0168457,364.8005676,0.999996066
265,751.3752441,478.4620667,0.999950409,762.0288696,479.2537231,0.0034118,629.9818115,372.7183228,0.99999553,608.8950806,364.7979431,0.999996245
266,751.3809204,478.4710083,0.999949574,762.0188599,479.2047119,0.003412098,630.1939087,372.8829041,0.999995053,609.1865234,364.8126831,0.999996305
267,751.4326172,478.5076904,0.999951065,762.0403442,479.2650146,0.003550559,630.5148315,372.9373474,0.999994397,609.1334229,364.8324585,0.999996603
268,751.3883667,478.6329651,0.999946237,748.5371094,477.1535034,0.003427714,629.4990234,372.333374,0.999995828,608.9612427,364.8437195,0.999995351
269,751.394043,478.6578064,0.999947071,748.5342407,477.1322937,0.00339663,629.9907837,372.6119385,0.999995172,609.0065308,364.9347839,0.99999541
270,751.4040527,478.619873,0.99994725,748.4656982,477.0899963,0.003404558,629.6300049,372.5684204,0.99999541,608.8670654,364.9627686,0.999994874
271,751.4460449,478.6224365,0.999949872,762.0840454,479.2685547,0.00340727,630.2941284,372.6264343,0.999994457,609.3432617,364.8824158,0.999996603
272,751.4741211,478.6435547,0.999951005,762.1112061,479.243042,0.003417969,629.8087158,372.5446167,0.999995112,609.2156982,364.9071045,0.999996305
273,751.4749756,478.660553,0.999950528,762.069458,479.3009644,0.00344342,629.935791,372.6142883,0.999995112,609.2514038,364.8363342,0.999996543
274,751.4869995,478.7041931,0.999951065,762.0946655,479.2125244,0.003411651,629.5797119,372.4301758,0.999995589,608.9691772,364.8968811,0.999996364
275,751.494751,478.7841797,0.999951541,748.5812988,477.1959839,0.003464669,630.0852051,372.3660889,0.999994516,609.697876,364.8372192,0.99999702
276,751.545166,478.76651,0.999952793,748.5958252,477.1826477,0.003480256,630.2695313,372.5226135,0.999994218,609.8070068,364.9189453,0.999996901
277,751.5338745,478.8033752,0.999951243,748.6260986,477.2150879,0.003563493,629.9898682,372.4515991,0.999994457,609.8841553,364.8900452,0.99999702
278,751.5362549,478.8951111,0.999948919,748.6508789,477.2190857,0.00369668,630.628418,372.7522583,0.999993324,609.8535156,364.9099121,0.999997258
279,751.493103,478.8844604,0.999949455,748.6616211,477.1507263,0.00365302,631.553772,373.0385132,0.999989867,609.8746948,364.9799805,0.999997139
280,751.4761963,478.9085388,0.999949455,748.6768799,477.1228638,0.003658742,630.6293945,372.741333,0.999993801,609.6646118,364.9369812,0.999996901
281,751.4486694,478.9031677,0.999948323,748.6453857,477.1277466,0.003638417,631.1462402,372.8392944,0.999991417,609.6500854,364.9665527,0.99999702
282,751.4629517,478.888855,0.999947309,762.0792236,479.3599854,0.003609359,631.2776489,373.0292664,0.999990582,609.2606201,364.9505005,0.999996781
283,751.3620605,478.9324341,0.999942482,762.0599976,479.5513306,0.003717065,632.0091553,372.789856,0.999985695,609.0631714,364.9944763,0.999996483
284,751.3825684,478.9247742,0.999939322,748.6480103,477.0076904,0.0035761,632.2547607,372.9068298,0.999983311,609.1327515,364.9770508,0.999996543
285,751.3901367,478.8835449,0.999940932,762.1016235,479.464325,0.003587872,632.159668,372.9369202,0.999983549,609.1948242,365.0340576,0.999996841
286,751.4363403,478.8441772,0.999941349,762.0787354,479.4196472,0.003623486,631.7056885,372.6191101,0.999987543,608.9801636,365.2298889,0.99999547
287,751.4177856,478.8918457,0.999941111,748.6576538,477.0001831,0.003683567,630.6578979,372.7801819,0.999992371,609.0725098,365.2180481,0.999995887
288,751.4196777,478.8876648,0.999940217,748.6245117,476.903595,0.003682673,630.5640869,372.8428345,0.999992847,609.0411987,365.1663818,0.999995947
289,751.392334,478.8887329,0.999941945,748.5869751,476.8596497,0.003636092,630.916687,372.9645996,0.999991596,608.975647,365.218811,0.999995887
290,751.3905029,478.8902893,0.999940276,748.5813599,476.8469849,0.003596246,630.7544556,373.0063171,0.999992311,609.0247192,365.1796265,0.999995887
291,751.4381104,478.8822327,0.99994719,748.5101318,476.842804,0.003641337,629.8061523,372.9383545,0.999994874,609.2130737,365.0934448,0.999996185
292,751.4519043,478.7846069,0.999949813,762.0787964,479.4547729,0.003574878,630.3388062,373.0130005,0.999993861,609.2359009,365.2027283,0.999996245
293,751.4569092,478.804657,0.99995029,748.5204468,476.9641113,0.003566206,629.4664917,372.6281738,0.999996066,609.1268311,365.099823,0.999995828
294,751.3741455,478.7826233,0.999951601,762.0333252,479.4463501,0.003548771,629.2377319,372.4995422,0.999995947,609.2369385,365.0911255,0.999996006
295,751.3578491,478.7199402,0.99995172,761.9921875,479.4872742,0.003664821,629.0636597,372.2492676,0.999995947,609.229187,365.0627441,0.999995828
296,751.4351807,478.7015076,0.999951065,762.0512085,479.4723206,0.0037449,630.2738647,372.7865295,0.999994159,609.269165,365.1719666,0.999996305
297,751.4463501,478.7140808,0.999950349,762.0244751,479.4612427,0.003644258,629.46875,372.592926,0.999994993,609.298645,364.9734192,0.999996424
298,751.4217529,478.7033386,0.999947548,762.0553589,479.4149475,0.003530174,629.3905029,372.1869812,0.999994516,609.2493286,364.9962158,0.999996006
299,751.4260254,478.7011108,0.999951959,748.4213867,476.9380493,0.003651917,630.7128906,372.8775024,0.999993145,609.3938599,364.9464111,0.999996901
300,751.414978,478.7151489,0.999948502,748.4681396,476.951355,0.003639996,630.9348755,373.1182556,0.999991596,609.3165894,365.0449829,0.99999702
301,751.4037476,478.7226257,0.999949098,748.4776001,476.9539795,0.003645688,631.0275269,373.1437683,0.999991417,609.3189697,365.0325928,0.99999702
302,751.4314575,478.6296692,0.999949515,762.1434326,479.3198242,0.003616631,630.965271,373.0447083,0.999990582,609.6862183,364.9849854,0.999997258
303,751.5029907,478.6796265,0.999953032,762.1851196,479.413147,0.003772765,630.7407227,372.842041,0.999992251,609.5444946,365.07724,0.99999702
304,751.52948,478.7078247,0.999953032,762.1777954,479.4266052,0.003839582,631.1756592,373.0000305,0.99999094,610.1586304,364.7627563,0.999997616
305,751.5436401,478.7080994,0.999953151,762.1895142,479.4075012,0.00379163,630.9384155,372.8612061,0.999992251,610.0615845,364.7926941,0.999997675
306,751.5195313,478.7250061,0.999953628,762.2163086,479.4171143,0.003926337,631.0630493,372.9917603,0.999992013,610.0847168,364.7512512,0.999997497
307,751.5296021,478.7291565,0.999950647,762.1901245,479.394989,0.003810227,630.7628174,373.0089417,0.999992728,609.7641602,364.8464355,0.999997437
308,751.5681763,478.7973022,0.999951482,762.2034912,479.393158,0.00365299,630.5587158,372.9276733,0.999993682,609.6201782,364.9215088,0.999997377
309,751.5517578,478.8142395,0.999955177,762.2196655,479.4566345,0.003808618,630.5022583,372.8527222,0.999993622,609.6343384,364.8640747,0.999997497
310,751.5647583,478.7597656,0.999954462,762.2246094,479.4269714,0.003761202,629.8393555,372.7998962,0.999994993,609.5543823,364.8439941,0.999997258
311,751.5883179,478.6747131,0.999955177,762.1647339,479.3467407,0.003811687,629.7454834,372.592804,0.999995351,609.2608032,365.0445251,0.999996841
312,751.5803223,478.633606,0.999950886,762.1619263,479.2551575,0.003699511,629.9134521,372.7681274,0.999994695,609.4168701,364.9759827,0.999997079
313,751.5697021,478.624176,0.999950528,762.1584473,479.2548828,0.003715456,629.90979,372.8046875,0.999994695,609.3778687,365.0216675,0.99999702
314,751.5870972,478.6301575,0.999953389,762.2138062,479.2533264,0.003850281,630.041626,372.7312622,0.999994636,609.4889526,364.9818726,0.999997139
315,751.5551147,478.5534058,0.999951959,762.2113647,479.2518311,0.003859222,629.9020996,372.8128662,0.999994993,609.3859253,364.8894348,0.999997079
316,751.5513306,478.5635681,0.999952197,762.2175293,479.2471619,0.003856212,630.4436035,373.0473022,0.99999392,609.4639893,364.8094177,0.999997318
317,751.5294189,478.5663452,0.999950111,762.2025146,479.2513733,0.003915697,630.5952759,373.1359863,0.999993324,609.430603,364.8404236,0.99999702
318,751.5432129,478.585022,0.999952018,762.2409058,479.2500916,0.003882617,630.6635742,373.1690979,0.999993563,609.512146,364.8493347,0.999996901
319,751.5853271,478.6215515,0.999956727,762.1785278,479.2848816,0.003982365,630.1315308,373.315979,0.999994218,609.4052124,364.9627991,0.999996781
320,751.6085205,478.6395874,0.999958217,762.1694336,479.2732239,0.00397858,630.017334,373.0947266,0.999994755,609.7426758,364.6052856,0.999997377
321,751.5841064,478.6510925,0.999959707,762.1881104,479.2842712,0.004214793,630.1334839,373.1665649,0.999994695,609.7579346,364.6342468,0.999997377
322,751.5844116,478.6371155,0.999963105,762.21521,479.3034363,0.004400104,629.9620972,373.1222839,0.999994993,609.7792358,364.6219482,0.999997139
323,751.5986938,478.7365112,0.999960542,762.2407837,479.2808228,0.004294217,629.973999,372.57901,0.999995351,609.7052612,364.5027466,0.99999702
324,751.6693115,478.7415771,0.999963164,762.2208252,479.2733154,0.00432992,630.1470947,372.5213928,0.999995232,609.9008179,364.5307922,0.999997258
325,751.6555786,478.8012695,0.999962568,762.2557983,479.3564148,0.004274487,630.1361694,372.5018311,0.999995172,609.8914795,364.5605469,0.999997139
326,751.6866455,478.7138977,0.999961138,762.2399292,479.3047791,0.004211456,629.7034302,372.5179749,0.999995589,609.5401001,364.6694641,0.999995828
327,751.6444092,478.7372742,0.99996233,762.2562256,479.3038635,0.004208297,630.031189,372.6209106,0.999995768,609.5455322,364.8059387,0.999996841
328,751.6991577,478.7020264,0.999964833,762.2786865,479.2720337,0.004157335,631.2445068,372.4667358,0.999993861,609.4363403,364.6425171,0.999996662
329,751.6968384,478.6943054,0.999964833,762.2406006,479.2484436,0.004074633,631.2432251,372.3776245,0.999993622,609.4866333,364.6517029,0.999996901
330,751.6669312,478.6642151,0.999965429,762.2781982,479.2337341,0.004175276,631.5460815,372.4903564,0.999991655,609.3551025,364.6955261,0.999997079
331,751.8076782,478.4590454,0.999972403,762.3063354,479.0340576,0.004159749,631.8927002,372.4858093,0.999989033,609.5380249,364.7204895,0.999997139
332,751.8925171,478.4459839,0.999973536,762.3449097,478.9902649,0.004067719,631.7243652,372.2116394,0.999989748,609.6184692,364.5516968,0.999997497
333,751.8867798,478.454895,0.999972463,762.3364868,478.9336853,0.003984183,631.9075317,372.4214172,0.999990046,609.5419922,364.6226196,0.999997377
334,751.8313599,478.4717407,0.999970794,762.2733765,478.9571838,0.003936499,632.2393799,372.5233154,0.999988556,609.2784424,364.7255249,0.99999702
335,751.8737183,478.4457397,0.999971032,762.2560425,478.9167786,0.003794789,631.8881836,372.5388794,0.999989271,609.3426514,364.5136414,0.999997497
336,751.8961792,478.5423279,0.999969602,762.2503662,478.9363403,0.003679484,631.8554688,372.519165,0.999989867,609.3099365,364.6132202,0.999997139
337,751.9249268,478.5190125,0.999970675,762.2536011,478.9290466,0.003612846,631.8621826,372.6627502,0.999988794,609.3607788,364.5939026,0.999997139
338,751.8733521,478.5684509,0.999968529,748.5385132,477.1654663,0.003650576,631.1947021,372.3501892,0.99999094,609.03479,364.8205261,0.999996185
339,751.9265137,478.5753784,0.999970913,748.4382324,477.2528076,0.003634125,630.9074097,371.9702759,0.999992609,609.1367188,364.677124,0.999996006
340,751.9189453,478.5636902,0.999970436,748.4494629,477.2735291,0.00366962,630.8433838,372.1046143,0.999991775,609.1015015,364.8194275,0.999995947
341,751.87854,478.5500488,0.999970198,762.1829834,479.0281067,0.003625691,631.0534668,372.0643311,0.999993026,608.9969482,364.7816467,0.99999547
342,751.8590698,478.5734253,0.999969602,748.447876,477.3048401,0.003641725,631.1179199,372.0592651,0.999992013,609.1313477,364.8430481,0.999995708
343,751.8768311,478.5030823,0.999971807,762.2562256,478.9778442,0.00379023,632.3840942,372.3349304,0.999983132,609.9251709,364.7576599,0.999997258
344,751.8927612,478.5127563,0.999970913,762.2557373,478.9721375,0.003755778,632.027771,371.9460754,0.999985456,610.0074463,364.7457581,0.999997139
345,751.8931885,478.5090027,0.999970913,762.2498169,478.978302,0.003761858,632.0213013,371.9866333,0.999985397,610.0073242,364.7495117,0.99999702
346,751.8967896,478.5105896,0.999971569,762.2780762,479.0097656,0.003858149,631.7575684,371.8978882,0.999987125,609.9430542,364.7352905,0.999997079
347,751.8459473,478.4190979,0.999971628,762.1663818,478.9821777,0.003889948,631.5158691,372.1923218,0.999990344,609.8596191,364.6633606,0.999997199
348,751.8563232,478.4147339,0.999970198,762.1569214,478.9972534,0.003727525,631.8314209,372.7614746,0.999988556,609.8605957,364.7637939,0.999997377
349,751.8673706,478.4286194,0.999970078,762.1408691,478.9697266,0.003694117,631.8282471,372.7374573,0.999988317,609.8743286,364.7714233,0.999997437
350,751.8492432,478.3917542,0.999969721,762.0997314,478.9752502,0.003752768,631.8390503,372.7212524,0.999988079,609.8587646,364.7987366,0.999997497
351,751.8436279,478.3630066,0.999969721,762.0751343,479.0367737,0.003813475,630.6039429,372.601593,0.99999249,609.8884277,364.7992249,0.999997437
352,751.8285522,478.4274902,0.999968827,762.0022583,479.0785828,0.003642708,629.9147339,372.5629578,0.999994934,609.4024658,364.6959534,0.999997079
353,751.8314819,478.4374084,0.999969065,762.0228271,479.020813,0.003589123,629.6680298,371.9801025,0.999994814,609.704834,364.5927124,0.999996901
354,751.8295288,478.523468,0.999968886,748.3515015,477.3696289,0.003597915,630.397583,372.4893188,0.999993801,609.7058716,364.5377197,0.999997437
355,751.8233643,478.4704895,0.999969006,762.052002,478.9469604,0.003826737,630.3458862,372.4211426,0.999993801,609.7203369,364.4613037,0.999997497
356,751.7797852,478.4709473,0.999967694,762.0980835,478.9094849,0.003715098,630.0670776,372.5431824,0.999994278,609.5043945,364.7796326,0.999997318
357,751.7689209,478.4898376,0.999967456,762.0932617,478.8977051,0.003713101,630.0865479,373.0560608,0.99999392,609.4310303,365.2233276,0.999996781
358,751.7380371,478.408905,0.999965429,762.0244751,478.9285583,0.003757536,630.0354004,372.9483032,0.999994159,609.3885498,365.2165527,0.999996662
